PDB ID	Entry	Cross-reference (ChEMBL)	Cross-reference (BindingDB)	Protein names
2wmr,2wmu,2xf0,2cgv,2brh,2cgw,2cgx,2brb,2cgu,2wmv,5ops,2c3l,2br1,2xey,2brg,2brn,5opr,3jvr,2xez,2ym4,2bro,5oq8,2brm,3f9n,4qye,2ym3,2qhn,2ym6,2wmx,2x8d,2c3j,2qhm,2ym5,2wmw,5oq7,3jvs,5op2,5op5,5op4,2x8i,2ydi,2hxq,2ym7,3u9n,5opu,5opv,3tkh,4rvl,3nlb,5oot,5oq6,2c3k,5opb,2e9o,2yer,5oq5,4jik,1nvs,2x8e,4rvk,2ym8,2e9v,2hxl,3ot8,2e9u,1nvr,2ayp,2ydk,2ywp,2e9n,1nvq,2ydj,3ot3,5dls,4qyg,3pa4,4hyi,5f4n,3pa5,2ghg,4qyh,2r0u,3pa3,4hyh,4rvm,2hy0,2gdo,2hog,2yex,3tki	O14757	CHEMBL4630;	O14757;	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)
2hdq,2hdr,2hds,4kz5,3gv9,3gqz,2hdu,3gtc,4kz7,3gr2,3gvb,3gsg,4okp,4old,4kz3,4kz8,4kzb,3grj,4kz6,4kza,4kz4,2pu2,4jxv,1l2s,4jxw,4jxs,1xgi,2r9x,2r9w,3bls,1ke0,4lv3,1kdw,1kds,1xgj,1llb,3o88,1fsw,4e3o,1ke3,1fsy,1ga9,3o86,4lv1,1pi4,2i72,1my8,1c3b,3fkv,3ixg,3bm6,3o87,1iem,1pi5,4lv2,4e3l,4e3i,4e3j,1mxo,2rcx,4e3k,4e3m,4e3n	P00811	CHEMBL2026;	P00811;	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)
3eqb,3zly,3zlw,3zlx,3zls,3zm4,3os3,4ark,4an9,3v01,5eym,3e8n,3mbl,3v04,4anb,3pp1,3wig,4an2,4an3,3orn,4lmn	Q02750	CHEMBL3587;	Q02750;	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)
3bpr,4mh7,5tc0,4m3q,4mha,5k0x,3tcp,5td2,5u6c	Q12866	CHEMBL5331;	Q12866;	Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)
1zp5,1a86,1jh1,1jaq,1a85,5h8x,1jj9,1jao,1zs0,3dpe,3dpf,1bzs,3dng,3tt4,1zvx,1mnc	P22894	CHEMBL4588;	P22894;	Neutrophil collagenase (EC 3.4.24.34) (Matrix metalloproteinase-8) (MMP-8) (PMNL collagenase) (PMNL-CL)
3rbq,5l7k	Q13432			Protein unc-119 homolog A (Retinal protein 4) (hRG4)
5l7k	Q7Z494			Nephrocystin-3
2ftd	P61277			Cathepsin K (EC 3.4.22.38)
3lka,2hu6,1utt,1utz,3ehy,2woa,2wo8,6ekn,6eox,3lir,5i2z,3tsk,3f19,5i43,2wo9,3f1a,5i4o,3f18,5i3m,3n2v,6ela,3ehx,3lk8,3ljg,5i0l,4gr3,4gr8,3n2u,1rmz,1ycm,1z3j,5cxa,3lil,3f15,3nx7,2k2g,3f16,5czm,6enm,4efs,3f17,1jiz,2w0d,3lik,3ts4,1ros,5l7f,4gr0,4gql,5d3c	P39900	CHEMBL4393;	P39900;	Macrophage metalloelastase (MME) (EC 3.4.24.65) (Macrophage elastase) (ME) (hME) (Matrix metalloproteinase-12) (MMP-12)
5e91,5qin	P37173	CHEMBL4267;	P37173;	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)
3g8o,3hq5,3kba,1a28,1zuc,2w8y,1sqn,1sr7,4oar	P06401	CHEMBL208;	P06401;	Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3)
2odd,1r2b,5zoo,3r2a,1kkq,2rt5,4oar	Q9Y618	CHEMBL2111363;CHEMBL3885590;CHEMBL3885591;	Q9Y618;	Nuclear receptor corepressor 2 (N-CoR2) (CTG repeat protein 26) (SMAP270) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)
2mps,4zgk,4hfz,4jv9,3jzk,4mdq,4jv7,3lbk,5lav,4jwr,4mdn,4zfi,4zyc,3tu1,3lnj,1rv1,2axi,4hg7,6i3s,4jve,1t4e,5law,4umn,3w69,5j7f,5j7g,3v3b,3iwy,5hmk,3jzr,3lbl,5lay,3vbg,4dij,3iux,2lzg,5hmi,4hbm,4ue1,3vzv,4ogv,3jzs,4oq3,4zyi,4ud7,5hmh,5xxk,2gv2,4qo4,4ere,5laz,3eqs,4zyf,4occ,5trf,3lnz,3tpx,4erf,4oba,4qoc,4oas,4ode,4odf,4ogn,4ogt,6ggn,4wt2	Q00987	CHEMBL5023;	Q00987;	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Hdm2) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)
3n5u,3e7b,3e7a,6alz	P62136	CHEMBL2164;	P62136;	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)
1nu1,1sqq,1sqb,1sqp,1ntk	P00125			Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)
1nu1,1sqq,1sqb,1sqp,1ntk	P00126			Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VIII) (Cytochrome c1 non-heme 11 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 11 kDa protein)
1nu1,1sqq,1sqb,1sqp,1ntk	P00129			Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (QP-C) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)
1nu1,1sqq,1sqb,1sqp,1ntk	P00130			Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein)
1nu1,1sqq,1sqb,1sqp,1ntk	P00157			Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)
1nu1,1sqq,1sqb,1sqp,1ntk	P07552			Cytochrome b-c1 complex subunit 10 (Complex III subunit 10) (Complex III subunit XI) (Ubiquinol-cytochrome c reductase complex 6.4 kDa protein)
1nu1,1sqq,1sqb,1sqp,1ntk	P13271			Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)
1nu1,1sqq,1sqb,1sqp,1ntk	P13272			Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (UQCRFS1 mitochondrial targeting sequence) (UQCRFS1 MTS) (Ubiquinol-cytochrome c reductase 8 kDa protein)]
1nu1,1sqq,1sqb,1sqp,1ntk	P23004			Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)
1nu1,1sqq,1sqb,1sqp,1ntk	P31800			Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)
4bdi,4bdb,4bdf,4bdh,4bdg,3va4,4bdd,4bde,4bdc,4bdj,4bdk,2cn8,4bda,2wtj,2wtc,2w0j,2wtd,2xm8,2wti,4a9t,2ycr,4a9s,4a9u,2w7x,4a9r,2yiq,2xm9,2xbj,2ycs,2yit,2yir,2ycq,2xk9,2ycf	O96017	CHEMBL2527;	O96017;	Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2)
4e26,3q4c,5jsm,4h58,4xv9,5jrq,3c4c,3tv4,5fd2,5ct7,4fc0,4ehg,4mbj,4ksq,5jt2,3og7,3ii5,4r5y,1uwh,4xv3,4pp7,4dbn,4e4x,5csx,4xv2,3tv6,4xv1,5csw,4cqe,4ehe,3psb,3psd,3q96,4g9c,3ppj,3idp,3skc,4ksp,3ppk,3prf,5j18,4yht,6b8u,2fb8,3d4q	P15056	CHEMBL5145;	P15056;	Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1)
3nm6,4wko,4wkp,4wkn,4ynb,4ffs,4yo8	Q9ZMY2			Aminodeoxyfutalosine nucleosidase (AFL nucleosidase) (Aminofutalosine nucleosidase) (EC 3.2.2.30) (5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase) (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (6-amino-6-deoxyfutalosine N-ribosylhydrolase)
4mdr,3l81,3mxy,1x11,3mxc,3ifo,3ifp,5csz,3ifl,5myx,5vzy,4onf,3u0t,5myo	P05067	CHEMBL2487;	P05067;	Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31]
3w5t,3vjt,5gid,3vjs,5gic,5xpn,5xpo,5xpp,2zmj,5h1e,5xpm,5xpl,3vtc,3vtd,4ynk,3vrt,5zwi,5zwh,5zwf,3wt7,5zwe,3vtb,5b5b,3vrw,2o4r,3wt5,5awj,1rjk,3vru,2o4j,3vrv	P13053	CHEMBL3150;	P13053;	Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)
3w5t,3vjt,5gid,3vjs,5gic,5xpn,5xpo,5xpp,5xpm,4ynk,3vrt,5zwi,5zwh,5zwf,3wt7,5zwe,5b5b,3vrw,2o4r,3wt5,5awj,1rjk,3vru,2o4j,3vrv	Q15648			Mediator of RNA polymerase II transcription subunit 1 (Activator-recruited cofactor 205 kDa component) (ARC205) (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2) (Vitamin D receptor-interacting protein complex component DRIP205) (p53 regulatory protein RB18A)
1i80,1n3i,1g2o	P9WP01	CHEMBL1169594;	P9WP01;	Purine nucleoside phosphorylase (PNP) (Pu-NPase) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase)
1k2i,6cha,6gch,2p8o,2vgc,3vgc,7gch,1ggd,1vgc,4vgc,4q2k,1oxg	P00766	CHEMBL3314;	P00766;	Chymotrypsinogen A (EC 3.4.21.1) [Cleaved into: Chymotrypsin A chain A; Chymotrypsin A chain B; Chymotrypsin A chain C]
4xtw,4xu0,4xty,4xu2,4xtv,3rux,4xu1,4xu3,4xtz,4xtx	I6YFP0	CHEMBL3611962;		Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15) (Biotin--[biotin carboxyl-carrier protein] ligase) (Biotin--protein ligase) (BPL) (Biotin-[acetyl-CoA carboxylase] synthetase)
2go4,1xxe,2o3z,3p76,5dro	O67648	CHEMBL1075040;	O67648;	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)
1nax,3jzc,1y0x,1r6g,1q4x,3imy,3gws,1xzx,1nq0,1n46,2j4a	P10828	CHEMBL1947;	P10828;	Thyroid hormone receptor beta (Nuclear receptor subfamily 1 group A member 2) (c-erbA-2) (c-erbA-beta)
3zbf,4uxl	P08922	CHEMBL5568;	P08922;	Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase)
1lvu,1lv8,1vfn,1a9q,1v48,3fuc,1b8n,1b8o	P55859	CHEMBL2935;	P55859;	Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase)
1y2b,1zkn,6f8w,6f8r,6f8x,6f6u,6f8v,6f8t,6fdc,1y2d,6f8u,2qyn,1oyn,1xor,1q9m,3g4k,3sl8,1y2c,1mkd,1y2e,2fm5,3sl4,3sl5,1y2k,5tkb,1xom,5wqa,5k1i,3g4l,4wcu,5k32,3iad,3g4g,3g4i,1xoq,3g58,3v9b,2fm0,1xon	Q08499	CHEMBL288;	Q08499;	cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43)
2qhc,2pk5	Q9J2P7		Q9J2P7;	Protease (Retropepsin) (Fragment)
2wva	P06672			Pyruvate decarboxylase (PDC) (EC 4.1.1.1)
5eok,5i25,4cr9,4cr5,3bg8,1zpb,2fda,1zpc,5qcm,6c0s,4crd,5tks,4cra,1zom,4ty6,4crb,5exn,5qck,5q0h,5qcl,4wxi,5exm,5qcn,4x6m,4x6p,4y8x,5exl,5tkt,5e2o,4crc,4x6o,5e2p,4na8,4x6n,5q0d,4y8y,5q0e,4crf,4ty7,4na7,5q0g,5tku,5q0f,4y8z,5wb6	P03951	CHEMBL2820;	P03951;	Coagulation factor XI (FXI) (EC 3.4.21.27) (Plasma thromboplastin antecedent) (PTA) [Cleaved into: Coagulation factor XIa heavy chain; Coagulation factor XIa light chain]
5ivt,5tyr,5tys	G0X8E8			Protease (Retropepsin) (Fragment)
4zsm,2ohk,3bra,3hvg,3udh,2ohl,3hw1,3buf,3msj,3bug,2ohm,3kn0,3udj,3buh,3l59,4l7h,4l7j,3vv6,3l5b,2ohr,4l7g,2ohp,2va5,3l5d,4trw,4bek,1py1,2ohs,3rsx,3igb,3rtm,4joo,3wb4,4x2l,4zsr,3udm,3kmy,3udk,3wb5,4i11,3msk,2ohq,3exo,3vv8,3kmx,3ru1,4lc7,3udr,4b78,4trz,2oht,3s2o,4b77,3l5c,3msl,3udn,4b70,3rth,3udp,4wy1,3ckr,3vv7,2ohu,2qu2,3k5f,4dju,3h0b,3fkt,4fri,4zsq,3udy,2ph8,2viy,4zsp,3ind,1tqf,3duy,6bfe,3vf3,6ej3,3lnk,4fm8,4wy6,3udq,4ivt,4pzx,3pi5,2q11,1ujj,4j1h,4hzt,2zdz,2va6,4r8y,4b72,4i0d,2viz,2ze1,3l5f,2qu3,3dv1,5hu0,4djw,1w51,3nsh,4i0z,3ckp,4i0f,4zpe,4j0y,4r91,3l3a,5f01,4i12,4dpf,5he5,3u6a,5kqf,4frj,1ujk,4fs4,4ybi,5f00,6bfw,2wf0,4rrs,2is0,2va7,4azy,2f3f,3kyr,4djv,4dv9,2vj9,4j0t,4zpf,3ine,4i10,2f3e,3qbh,3ufl,5kr8,5ezz,4d85,5ie1,4dvf,3lpj,2hiz,4pzw,3l38,2b8v,4bfd,3ohf,4jpc,4h3j,4lxm,5ezx,3s7l,4b1c,6bfx,4acx,4dpi,4j0z,5t1w,4k9h,4r5n,3rtn,4fgx,2p8h,5enm,6fgy,5t1u,5v0n,3in3,3zov,3n4l,4djx,3uqr,4fm7,4ha5,3veu,3vg1,4d83,4zpg,4j17,3k5d,4xxs,4j0p,3uqp,4d88,4j1c,4jpe,4rrn,5hdx,3ivh,5dqc,5hdz,4ewo,4ivs,5clm,4acu,1xn3,2vj7,3inf,4fse,4j1i,1ym4,4r92,3dm6,4k8s,2vie,5tol,4b1d,3in4,4j0v,2ph6,2qzk,3l5e,4b05,2fdp,2wf2,4rro,1xs7,4jp9,2wez,3zmg,3dv5,3qi1,4x7i,3inh,3lhg,3tpr,4fsl,5he4,2wf3,4j1e,3ohh,3k5c,4dh6,4ke0,4r93,5i3v,6ej2,2b8l,2xfi,3tpp,5hdv,3cib,3ooz,4r95,2vj6,2wf4,2xfj,4j1k,2irz,3ivi,4j1f,2oah,2p83,2q15,3rvi,6dhc,6eqm,1ym2,3s7m,4n00,4exg,2qk5,2qp8,2qzl,3l58,3skg,4frk,4i1c,5enk,5i3x,3ixk,4h3g,4di2,4djy,2iqg,2qmd,3cid,3skf,4dus,5he7,6bfd,4lxk,4rcf,5hd0,3i25,2qmf,2vnm,2xfk,3cic,3lpi,4h1e,4h3i,3k5g,4ke1,4b00,5htz,5hu1,2hm1,2vnn,2wf1,4d89,4d8c,4lxa,4rce,2vkm,4frs,1fkn,3r2f,2p4j,4h3f,5hdu,4xkx,3lpk,2qmg,3rsv,4rcd,5i3w,5i3y,3ixj,5uyu,1m4h,2g94,4wtu,1xn2,4gid	P56817	CHEMBL4822;	P56817;	Beta-secretase 1 (EC 3.4.23.46) (Aspartyl protease 2) (ASP2) (Asp 2) (Beta-site amyloid precursor protein cleaving enzyme 1) (Beta-site APP cleaving enzyme 1) (Memapsin-2) (Membrane-associated aspartic protease 2)
2bua,2ajb,2aj8,2buc,1orw,2ajd	P22411	CHEMBL3813;	P22411;	Dipeptidyl peptidase 4 (EC 3.4.14.5) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]
5c1m	P42866	CHEMBL2858;	P42866;	Mu-type opioid receptor (M-OR-1) (MOR-1)
1ebg,1els	P00924			Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)
3eq9,4bcd,4bcc,2xdw,4bcb,3eq8,3eq7,1qfs,4amz,4an1,4an0,4amy	P23687	CHEMBL2461;	P23687;	Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme)
6f9r,6f9u,4aph,3bkk,3bkl,4ca6,6f9v,2xyd,2c6n,4bzs,2ydm,4bzr,6f9t,6en5,6en6,4bxk,3nxq,3l3n,2oc2,1uze,2xy9,4ca5,1o86,6h5w,6h5x	P12821	CHEMBL1808;	P12821;	Angiotensin-converting enzyme (ACE) (EC 3.2.1.-) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]
2p3b,2pk6	Q9Q2G8		Q9Q2G8;	Protease (Retropepsin) (Fragment)
6dh1,6dh0,6dh2	Q7ZCI0			Protease (Retropepsin) (Fragment)
1wbg,1bcu,3egk,2zfp,1awf,1aht,1d4p,1d3q,1ad8,2zc9,2zgx,1qhr,3dux,3dhk,1d3p,1no9,1qj6,4yes,1qj1,1qj7,4lxb,1bb0,2zda,4ban,4bah,4bak,4bam,1ba8,4baq,1d3d,1ca8,4ax9,2zo3,3utu	P01050			Hirudin variant-1 (Hirudin-1) (Hirudin-I) (Lepirudin)
1m7y	P37821			1-aminocyclopropane-1-carboxylate synthase (ACC synthase) (EC 1.4.-.-) (EC 4.4.1.14) (S-adenosyl-L-methionine methylthioadenosine-lyase)
5u66,1aj7,1n7m,1d6v,1i7z,3eyf,1axs,4o4y,1gaf,2jb5,2jb6	P01857			Immunoglobulin heavy constant gamma 1 (Ig gamma-1 chain C region) (Ig gamma-1 chain C region EU) (Ig gamma-1 chain C region KOL) (Ig gamma-1 chain C region NIE)
2jb5,2jb6	P0DOY2			Immunoglobulin lambda constant 2 (Ig lambda chain C region Kern) (Ig lambda chain C region NIG-64) (Ig lambda chain C region SH) (Ig lambda chain C region X) (Ig lambda-2 chain C region)
3lzu,3lzs	P24740	CHEMBL3638352;	P24740;	Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]
2wik,2wij,2wig,6ep4,5lkr,6esy,6esj,6eqp,5k5e,4xii,5dyy,4bds,5dyt,5dyw,4tpk,6f7q,5nn0	P06276	CHEMBL1914;	P06276;	Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase)
1ao8,1bzf,1dis	P00381	CHEMBL2902;	P00381;	Dihydrofolate reductase (EC 1.5.1.3)
3cpb,3vhk,3cpc,3vid,3ewh,2p2h,3cp9,1y6b,2p2i,1y6a,3c7q,2qu5,3cjf,3u6j,3vhe,2rl5,4agd,2oh4,2qu6,3vnt,3be2,3vo3,5ew3,4ag8,3b8r,4asd,3b8q,4agc,4ase	P35968	CHEMBL279;	P35968;	Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309)
2o22,4lxd,4aq3,2w3l,4ieh,6gl8,4lvt,4man	P10415	CHEMBL4860;	P10415;	Apoptosis regulator Bcl-2
1ysg,3spf,4tuh,4c5d,4c52,3zk6,1bxl,4a1w,2yq6,4aq3,1ysi,2lp8,4ieh,4ehr,3wiz,3qkd,3zln,3fdm,3zlo,3zlr,2yxj,4qvx	Q07817	CHEMBL4625;	Q07817;	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
4qp2,4qp6,4qp1,6g92,4fmq,4h3q,4qp7,6g91,2ojg,5ax3,2y9q,1wzy,4qp8,5lcj,4qta,1tvo,5bui,2oji,3w55,4qp9,6g9k,4qpa,5ngu,5nhp,6g9a,6g93,5lck,6g9m,5nhj,5buj,6g9d,6g97,6g9j,6g9h,5k4i,5bue,6g9n,5nhv,6ge0,2ojj,3i5z,3i60,5nhh,4o6e,1pme,5nhf,4xj0,5nhl,5nho,5bvf,5bvd,5bve	P28482	CHEMBL4040;	P28482;	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)
5os3,5os0,5os2,5os4,5orv,5ort,5orw,5ose,5osd,5os1,5orz,5os5,5ory,5orx,5orr,3lau,5obj,5orl,4uzh,4jaj,5obr,4zs0,3ha6,6hjj,2w1d,4ztq,4deb,3k5u,3uo4,4byj,4dea,5aad,2xne,3r21,4prj,2j4z,2xng,5one,3uoj,3uod,4j8m,5aag,3m11,2np8,4jbp,3up2,3uo5,4ded,5aaf,5aae,3fdn,2xru,3p9j,4dhf,2bmc,4zts,6hjk,4jbo,3r22,3unz,2x6e,3uo6,4b0g,2j50,3uoh,2w1e,2x6d,2w1c,4byi,2wtw,3up7,3h0y,2w1f,3e5a,3qbn,2x81,4ztr,3h0z,3coh,3efw,3nrm,3vap,4jai,4uyn,3uol,2w1g,2wtv,2c6e,3uok,4uzd,3myg,5ew9	O14965	CHEMBL4722;	O14965;	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A)
3gdt,1dqx	P03962	CHEMBL4858;	P03962;	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase) (Uridine 5'-monophosphate synthase) (UMP synthase)
4qgi,4nyf,3th9,4mc1,4mc2,3vfa,4mc9,4mc6,4i8w,4i8z	P0C6F2			Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]
1eix,1jjk	P08244			Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)
3g1v,3w07,3g1d,1loq,3wjw,2zz1,2zz2,1km3,1lol,2zz6,1los,1lor,1x1z	O26232	CHEMBL5688;	O26232;	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)
2pvv,2c6g,2or4,4p4d,4p4j,2jbk,4oc0,4oc1,4p4e,4p4f,4oc4,5d29,4oc5,5ely,4p4i,2c6c,4ngn,4ngr,3sjf,3d7g,4p44,4p45,3bi0,3d7d,4p4b,3iww,4ngp,4ngs,4oc2,4oc3,4ngt,5of0,4ngq,2xej,4lqg,6hkj,3bhx,3d7f,3rbu,6h7y,2pvw,2jbj,2xef,6hkz,3bi1,6h7z,3d7h,4ngm,2xei,2xeg,4x3r	Q04609	CHEMBL1892;	Q04609;	Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Cell growth-inhibiting gene 27 protein) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen) (PSM) (PSMA) (Pteroylpoly-gamma-glutamate carboxypeptidase)
