pdbid	crylig_smiles	crylig_heavy_atom_number
4r93	CN1C(=O)[C@@](CCC2CCCCC2)(C[C@H]2CCC[C@@H](NC(=O)Nc3ccccc3)C2)N[C@H]1N	33
4wtu	N[C@H]1N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=COCC=C2)nc1F	33
5he5	CNc1nc(N2C[C@H]3C(=O)[N+](C)=C(N)N[C@@]3(c3ccc(C#N)s3)C2)nc(C)c1F	29
2g94	Cc1cc(C)n(COC(=O)N[C@@H](CS(C)(=O)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCC(C)C)C(C)C)n1	45
5i3w	N[C@H]1N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3=COCC=C3)cc12	35
4wy6	NC1=[NH+][C@@]2(c3ccc(F)cc3F)CO[C@@H](CF)C[C@H]2CS1	21
5t1w	NC1=[NH+][C@@]2(c3cc(C[NH2+]CC(F)(F)F)c(F)cc3F)CO[C@@H](CF)C[C@H]2CS1	28
4x2l	C[C@@]1(c2ccc(F)cc2F)CCSC(N)=[NH+]1	16
5enk	Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(-c3cncnc3)c(F)cc2F)[NH+]=C(N)S1	29
5kr8	Cc1noc(C)c1[C@@H]1C[C@@](C)(c2ccc(F)cc2F)[NH+]=C(N)S1	23
5enm	Cc1noc(C)c1[C@@H]1C[C@@H](c2cc(-c3cncnc3)c(F)cc2F)[NH+]=C(N)S1	28
4zsp	NC1=[NH+][C@@H]2CC[C@H](NC(=O)c3cccc(Cl)c3)C[C@@H]2CS1	21
4zsr	NC1=[NH+][C@]23CC[C@H](NC(=O)c4cccc(Cl)c4)C[C@]2(COC3)CS1	24
4zsm	NC1=[NH+][C@@H]2CCCC[C@@H]2CS1	11
4trw	CCC[C@H]([NH2+]C[C@@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCC(=O)O)[C@@H](C)CC)C(=O)O	44
4trz	CCC[C@H]([NH2+]C[C@@H](O)[C@H](Cc1cccs1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCC(=O)O)[C@@H](C)CC)C(=O)O	46
4j17	N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)CCOC(N)=[NH+]3)c2)nc1	28
4j0t	CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)[NH+]=C(N)OCC3(F)F)c2)nc1	29
5he7	COc1nc(N2C[C@H]3C(=O)[N+](C)=C(N)N[C@@]3(c3ccc(F)cc3F)C2)nc(C)c1F	30
5hdv	COc1nc(N2C[C@H]3C(=O)[N+](C)=C(N)N[C@@]3(c3ccc(C#N)s3)C2)nc(C)c1F	29
4pzx	N[C@H]1N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1COCC[C@@H]12	26
4j1k	C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)O[C@H](C(F)(F)F)[C@@H]1F	31
3cic	CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2[NH2+]CCN(Cc3ccccc3)C2=O)c1	45
4wy1	NC1=[NH+][C@@]2(c3ccc(F)cc3F)COCC[C@H]2CS1	19
4j0v	C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)OC[C@@H]1F	27
4j1i	C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)O[C@@H](C(F)(F)F)[C@@H]1F	31
5hdx	CCOc1nc(N2C[C@H]3C(=O)[N+](C)=C(N)N[C@@]3(c3ccc(C#N)s3)C2)nc(C)c1F	30
2wf2	CCN1CCN2CCS(=O)(=O)N(C)c3cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]Cc4cccc(OC)c4)cc1c32	43
5i3y	CC(C)(C)CCNC(=O)CCc1cc2cc(-c3ccccc3CCc3ccc(NC(=O)c4ccc(F)cc4)cn3)ccc2nc1N	46
5dqc	CC(C)CNC(=O)[C@@H]([NH2+]C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@H](C)O	49
3tpr	C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1	41
5f00	C[C@@]1(c2cccc(Nc3cccc4cc(Cl)cnc34)c2)COCC(N)=[NH+]1	26
4h3i	COc1cccnc1N1C[C@H]2C(=O)[N+](C)=C(N)N[C@@]2(c2cc(-c3cccc(C#N)c3)cs2)C1	33
3ind	CN1C(=O)[C@@](c2ccccc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)N[C@@H]1N	24
5hdz	CSc1nc(N2C[C@H]3C(=O)[N+](C)=C(N)N[C@@]3(c3ccc(C#N)s3)C2)nc(C)c1F	29
2vj9	CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CCCCC2)cc(N2CCCC2=O)c1	36
6bfd	CC[C@H](C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCC[NH2+]2)cc(S(C)(=O)=O)n1	33
6ej3	CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(C)c3)cc1[C@@]21CO[C@@H](N)N1	28
6bfw	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CO[C@@H](OCC2CCCCC2)C[NH2+]1	30
5t1u	C[C@@]1(c2cc(C[NH2+]C3(C(F)(F)F)CC3)c(F)cc2F)CCSC(N)=[NH+]1	25
2b8l	C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1	41
2ohm	Nc1ncccc1NCc1ccccc1	15
2wf0	CCc1ccnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc12	44
2wez	CCn1ccc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)C[NH2+]Cc3cccc(OC)c3)cc21	41
3exo	Cc1ccc(Nc2cc(-c3ccccc3)ncn2)cc1NS(C)(=O)=O	25
3lnk	CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(C(=O)c3ccccc3)CC[NH2+]2)c1	45
3ru1	Nc1nc2ccccc2cc1CCC(=O)NCC1CCCCC1	23
3dv5	CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@@H]2C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N2)c1	35
4zpg	C[C@H]1C[C@]2(CC[N@@H+]1Cc1ccccc1)C(NC1CCCCC1)=NC(=O)N2c1cccc(F)c1	33
4zpe	CC(C)Oc1cccc(C[N@H+]2CC[C@@]3(CC2)C(NC2CCCCC2)=NC(=O)N3c2cccc(F)c2)c1	36
3h0b	COc1ccc([C@H](Cc2cc([N+](=O)[O-])ccc2OC)c2c[nH]c(N)n2)cc1F	28
3cid	CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2[NH2+]CN(Cc3ccccc3)C2=O)c1	44
4zpf	C[C@@H](C[NH3+])Oc1cccc(C[N@H+]2CC[C@@]3(CC2)C(NC2CCCCC2)=NC(=O)N3c2cccc(F)c2)c1	37
2wf4	CCn1cc2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)C(O)(O)C[NH2+]C4CCOCC4)cc31)N(C)S(=O)(=O)CC2	40
3inf	COc1ccc([C@]2(c3cccc(-c4cccnc4)c3)N[C@@H](N)N(C)C2=O)cc1C	29
3l5b	CC(C)C[C@@]1(C)N[C@H](N)N(Cc2cccc(Cl)c2)C1=O	20
3kmx	CCCCOc1ccc(CSC(N)N)cc1Cl	17
3l5d	CCCCNC(=O)NCc1ccc(CN2C(=O)[C@@](C)(CC(C)C)N[C@@H]2N)cc1	28
3kn0	C[N@@H+](Cc1cccc(CCc2cccnc2N)c1)Cc1ccco1	24
3l59	CC1(C)N[C@@H](N)N(Cc2cccc(Cl)c2)C1=O	17
3kmy	Nc1ncccc1CCc1cccc(Cl)c1	16
3k5c	COCc1cc2cc(c1)C(=O)N[C@H]([C@H](O)C[NH2+]C1(c3cccc(C(C)C)c3)CC1)Cc1cccc(c1)OCCCCN2	42
3in4	CCc1cc([C@]2(c3cccc(-c4cncnc4)c3)N[C@H](N)N(C)C2=O)cc(CC)n1	30
3ivi	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+][C@@]1(c2cccc(C(C)(C)C)c2)CCc2[nH]ncc2C1	37
2ohk	Nc1nccc2ccccc12	11
3tdc	CCNC(=O)Nc1sc2ccccc2c1C(=O)N1CCC([N@H+]2CCC[C@@]3(C2)CC(C)(C)OC3=O)CC1	36
3ff6	O=C(c1c2ccccc2cc2ccccc12)N1CCC([N@@H+]2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1	36
5w8h	O=C(O)c1csc(-n2nc(-c3ccc(F)cc3)cc2C(F)(F)F)n1	24
5w8i	O=C(O)c1csc(-n2nc(-c3ccc(F)c(F)c3)cc2O)n1	22
4qsm	COc1ncc(-c2ccc3c(Nc4cccc(C(=O)O)c4)c(S(N)(=O)=O)cnc3c2)c(OC)n1	34
4qt0	COc1ncc(-c2ccc3c(Nc4cccc(C(=O)O)c4)c(C(N)=O)cnc3c2)c(OC)n1	33
5w8j	NS(=O)(=O)c1ccc(Cc2c(-c3ccc(F)c(F)c3)nn(-c3nc(C(=O)O)cs3)c2O)cc1	33
4cst	N#Cc1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)cc1	27
4lov	CCC/C=C/CCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O	19
4auj	OCC#Cc1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1	22
5fwr	OC[C@H]1O[C@H](Oc2ccc(-c3ccccc3)cc2)[C@@H](O)[C@@H](O)[C@@H]1O	24
4x5p	O=C(O)c1ccc(C(=O)Nc2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)cc1	31
5f2f	CNC(=O)c1cc(C(=O)NC)cc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(C)c2)c1	33
4auy	OCC#Cc1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1	22
4xo8	CCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O	19
1tr7	CCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O	16
4att	COc1ccc(C#CCO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1	23
1a7t	O=S(=O)(O)CC[NH+]1CCOCC1	12
5ei3	[NH2+]=c1[nH]c(=O)c2c([nH]1)n([C@@H]1O[C@H](CNS(=O)(=O)C(F)(F)F)[C@@H](O)[C@H]1O)c[n+]2Cc1ccccc1	34
4dum	CNc1[nH]c2nc(-c3ccc([PH](O)(O)O)cc3)n(CCOc3ccc(Cl)cc3)c2c(=O)[nH+]1	32
4tpw	O=C(O)/C(Cc1ccccc1[N+](=O)[O-])=N/Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1	29
1yon	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O[PH](O)(O)O	40
1dqx	O=c1cc(O)n([C@@H]2O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	22
3gdt	O=c1cnn([C@@H]2O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	21
6gl8	O=C(c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C[NH+]2CCOCC2)OCO3)n2c1CCCC2)N(c1ccccc1)c1ccc(O)cc1	53
2o22	CC1(C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(C)(C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1	41
2w3l	Cc1c(Cl)c(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1C[NH3+]	42
4lxd	O=C(NS(=O)(=O)c1ccc(NC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CC[NH+](CC3=C(c4ccc(Cl)cc4)CCOC3)CC2)cc1	48
3r7b	CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)O)C(C)C	32
3rjm	CC(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N1CC[C@H](OC(C)C)[C@H]1C(=O)N[C@H](C=O)CC(=O)O)C(C)C)C(C)C	44
4at4	Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12	31
4at5	COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1	27
5iu2	c1ccc(-c2cc3c(cn2)ncc2ncn(-c4ccc5nc(NCC[NH+]6CCOCC6)sc5c4)c23)cc1	37
3qcf	O=C(O)c1sccc1SCc1ccc(Cl)c(Cl)c1	18
3qce	O=C(O)c1sccc1SCc1ccc(Cl)c(Cl)c1	18
3qci	Nc1cccc(S(=O)(=O)NC(=O)c2sccc2SCc2ccc(Cl)c(Cl)c2)c1	28
3qcj	COc1ccc(S(=O)(=O)NC(=O)c2sccc2SCc2ccc(Cl)c(Cl)c2)cc1C(=O)O	32
3qch	CS(=O)(=O)NC(=O)c1sccc1SCc1ccc(Cl)c(Cl)c1	22
3qck	O=C(O)c1ccccc1SCc1ccc(Cl)c(Cl)c1	19
3qcl	O=C(O)c1ccc(C#CCCO)cc1SCc1ccc(Cl)c(Cl)c1	24
1b57	O=C(CO[PH](O)(O)O)NO	10
2vb8	C=C/C(C)=C/[C@@]1(C)SC(=O)C(C)=C1O	14
3oy8	O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO	24
4y24	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O	45
3oyw	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	23
3t2t	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OC(=O)c2ccc(C)cc2)[C@@H]1OC(C)=O	25
4hni	Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1	25
1k27	CSC[C@H]1[NH2+][C@@H](c2c[nH]c3c(N)ncnc23)[C@H](O)[C@@H]1O	20
4p5z	NC(=O)c1c(N)n(-c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)c2nc3ccccc3nc12	37
4gk2	COc1ccccc1-n1c(-c2cc(O)ccc2C)c[n+]2c3c(=O)[nH]c(=O)n(C)c3[nH]c12	31
5h9q	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O	45
3zxe	CS[C@@H]1O[C@H](CO)[C@H](O)[C@H](NC(=O)c2ccc(C)cc2)[C@H]1O[PH](O)(O)OCc1ccccc1	33
5h9s	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	34
5ar4	C[S](O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1	27
5w5j	O=C(Nc1ccccc1Cl)c1cnn2ccccc12	19
5ar7	CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccncc3)cc2)no1	26
5ar8	CS(=O)(=O)c1cccc(Nc2nccc(-c3sc(N4CCOCC4)nc3-c3cccc(NS(=O)(=O)c4c(F)cccc4F)c3)n2)c1	46
5j79	Cc1ccc(O)cc1Nc1ccnc2ccc(S(C)(=O)=O)cc12	23
5ar5	COCCNC(=O)c1ccc2c(c1)nc(-c1c[nH]c(-c3ccc(Cl)cc3)n1)n2CCOC	32
5j7b	CC(C)(C)S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1	28
5w5o	CN1CCN(CCOc2cc3ncc(-c4cc(N)nc(Cl)c4)n3cc2S(=O)(=O)C(C)(C)C)CC1	34
6es0	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(SCC(=O)O)c(F)c3)c(F)c2)ccn1	34
6hmx	COc1cc2nccc(Nc3[nH]nc(C)c3C)c2cc1S(=O)(=O)C(C)(C)C	27
5j7g	O=C(O)CCC(=O)NCCCCCCOC(=O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccc(F)cc2)ncn1Cc1ccc(Cl)cc1	47
3lbl	CC(C)(C)C[C@H]1[NH2+][C@@H](C(N)=O)[C@@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12	31
4dij	O=C(NCC[NH+]1CCOCC1)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccccc2)ncn1Cc1ccc(Cl)cc1	40
3jzk	Brc1ccc([C@H]2C3=C(Nc4ncnn42)c2ccccc2O[C@@H]3c2ccc(Br)cc2)cc1	31
1t4e	O=C(O)[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2NC(=O)[C@@H]1c1ccc(Cl)cc1	32
1rv1	CCOc1cc(OC)ccc1C1=N[C@@H](c2ccc(Br)cc2)[C@@H](c2ccc(Br)cc2)N1C(=O)N1CC[NH+](CCO)CC1	41
4hg7	COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1	40
4ere	CC[C@@H](C(=O)OC(C)(C)C)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	35
4qo4	CC[C@@H](c1cccc(C2C=C2)n1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	38
5trf	CC(C)(C)C[C@@H]1[NH2+][C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12	38
3vzv	CC(C)[C@H]1[C@H](C(=O)N2CCC[C@H]2C(=O)N(C)C)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21	38
3w69	CC[C@@H]1CC[C@@H](C(=O)N2CCN(C(C)=O)[C@H](C)C2)N1C(=O)c1sc2[n+](c1C(C)C)[C@H](c1ccc(Cl)cc1)[C@](C)(c1ccc(Cl)cc1)N2	47
4ogv	CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	36
4hbm	CC[C@@H](CO)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	30
4jve	CCC[C@H](C(=O)O)N1C(=O)[C@H](Cc2ccc(F)cc2)O[C@@H](c2ccc(Cl)cc2)[C@H]1c1ccc(Cl)cc1	36
4jv7	CN1C(=O)[C@H](Cc2ccccc2)O[C@@H](c2ccc(Br)cc2)[C@H]1c1ccc(Br)cc1	29
4oba	CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	37
5law	O=C(O)C[N@@H+]1CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1)[C@]1(C(=O)Nc3cc(Cl)ccc31)[N@@H+]2CC1CC1	33
3tu1	CC(C)(C)NC(=O)[C@@H](c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(F)c(F)c1	33
5laz	O=C(O)c1ccc([C@H]2C[C@H]3[C@@H]([NH2+]2)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc4cc(Cl)ccc42)[N@@H+]3CC2CC2)cc1	39
4wt2	COc1cc(NC(=O)C[C@@]2(C)C[C@H](c3cccc(Cl)c3)[C@@H](c3ccc(Cl)c(F)c3)N([C@H](CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ccc1C(=O)O	50
4ode	CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(Cc2ncc(CC(=O)O)s2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)c(F)c1	45
5hmh	CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCCC(=O)O)CC1	52
4mdn	CC(C)(C)NC(=O)[C@@]1(c2c(C(=O)O)[nH]c3cc(Cl)ccc23)N2C(=O)[C@]21c1ccc(OCc2ccc(Cl)cc2)cc1	40
3vbg	Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12	28
5hmi	CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1	49
4odf	CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@](C)(Cc2ccc(C(=O)O)cn2)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	44
4oas	CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	37
4oq3	Cc1cccc(-c2nc(C(=O)O)c(-c3cccc(Cl)c3)n2-c2cc(Cl)ccc2C)c1	30
5lay	CCOc1cccc(C[N@@H+]2[C@@H](C)[C@@H]([NH3+])[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1	35
6ggn	COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1	38
4erf	CC[C@@H]([C@H](C)O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	32
4qoc	C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)N2CCCC2)C2C=C2)C1=O	39
4zyi	CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)Cc3ccncc3)cc1)[C@H]2c1ccc(Cl)cc1	40
4zyf	COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H]([N@H+]4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2	47
6i3s	O=C1NC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)[N@@H+]2CC1CC1	31
4zyc	CCOc1cc2c(cc1OCC)[C@H](c1ccc(Cl)cc1)N(c1ccc(C)cc1OCc1nnn[nH]1)C(=O)C2	38
5j7f	O=C(O)CCC(=O)NCCCCCCOC(=O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccc(F)cc2)ncn1Cc1ccc(Cl)cc1	47
5hmk	CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCN(c2ccccc2OCCO)CC1	50
4mdq	CC(C)C[C@H]([NH2+][C@@H](C(=O)NCc1ccccc1)c1c(C(=O)NO)[nH]c2cc(Cl)ccc12)C(=O)NO	35
3lbk	O=C(O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccccc2)ncn1Cc1ccc(Cl)cc1	32
4zgk	O=C1O[C@](O)(Cc2ccc(Cl)cc2)C(c2c[nH]c3cc(Cl)ccc23)=C1Cc1ccc(Cl)cc1	33
5fv7	O=c1c2sccc2n(C[C@H]2COc3ccccc3O2)c(=O)n1O	23
1g6s	O=C(O)C1=C[C@@H](O[PH](O)(O)O)[C@@H](O)[C@H](O)C1	16
3fjz	O=C(O)C[NH2+]C[PH](O)(O)O	10
5k1v	COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(N)c(NC(=O)[C@@H]([NH3+])CCCNC(N)N)c1	35
4kn2	Nc1[nH]c2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH+]1	31
4kn0	CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1	33
3il5	CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2ccccc2C(=O)O)ccc1Br	27
3il6	C[C@H]1C[C@@H](C)CN(c2ccc(C(=O)Nc3ccccc3C(=O)O)cc2Oc2ccccc2)C1	33
4qmz	CC[NH+](CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C	29
4qmu	Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F	27
4qmn	COc1cc(Nc2c(C#N)cnc3cc(OCCC[N@H+]4CC[N@H+](C)CC4)c(OC)cc23)c(Cl)cc1Cl	36
4qmy	C[NH2+][C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@H](O)[NH2+]C4	35
4qmt	CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(C[NH+]3CCCCC3)cc1)c1ccccc1)C(=O)N2	37
4l7n	C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccc(S(N)(=O)=O)cc1	28
4l7o	C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccc(-n2ccnc2)cc1	29
4l7r	CC[C@@H](CO)NC(=O)CCc1nc2ccccc2c(=O)[nH]1	21
4l7l	O=C(CCc1nc2ccccc2c(=O)[nH]1)N[C@H](CO)Cc1ccccc1	26
4l70	CC[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1	25
3c49	O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC[NH2+]CC1	28
3c4h	Cc1nc2c(c(=O)[nH]1)CSCC2	12
