pdbid	uniprot_id_for_pdbid	uniprot_id	target_name_from_uniprot	target_name_from_pharos	target_family_from_pharos	target_chembl_id	uniprot_id_from_chembl	target_name_from_chembl	target_type_from_chembl
5mpz	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5w0q	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
6fqo	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5nlk	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5mpn	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5mpk	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5h85	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5mme	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
6fqu	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5ep7	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
3e3u	P9WIJ3	P9WIJ3	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	None	Unclassified	CHEMBL5765	P9WIJ3	Peptide deformylase	SINGLE PROTEIN
6dm8	P97287,P0AEX9	P97287	Induced myeloid leukemia cell differentiation protein Mcl-1 homolog (Bcl-2-related protein EAT/mcl1)	None	Unclassified	CHEMBL5768	P97287	Induced myeloid leukemia cell differentiation protein Mcl-1 homolog	SINGLE PROTEIN
4gs6	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
4l52	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
4l53	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
4l3p	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
5v5n	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
5jgd	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
5jgb	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
5jga	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
5j7s	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
5e7r	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
5jh6	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
5jk3	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
5j9l	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
5gjd	O43318,Q15750	O43318	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Mitogen-activated protein kinase kinase kinase 7	Kinase	CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	SINGLE PROTEIN
4c1d	Q9K2N0	Q9K2N0	Beta-lactamase class B VIM-2 (BlaVIM-2) (Metallo beta-lactamase) (Metallo-beta-lactamase VIM-2) (Subclass B1 metallo-beta-lactamase VIM-2) (VIM-2) (VIM-2 beta-lactamase) (VIM-2 class B beta-lactamase) (VIM-2 class B metallo b-lactamase) (VIM-2 type metallo-beta-lactamase)	None	Unclassified	CHEMBL5798	Q9K2N0	Beta-lactamase VIM-2	SINGLE PROTEIN
5acw	Q9K2N0	Q9K2N0	Beta-lactamase class B VIM-2 (BlaVIM-2) (Metallo beta-lactamase) (Metallo-beta-lactamase VIM-2) (Subclass B1 metallo-beta-lactamase VIM-2) (VIM-2) (VIM-2 beta-lactamase) (VIM-2 class B beta-lactamase) (VIM-2 class B metallo b-lactamase) (VIM-2 type metallo-beta-lactamase)	None	Unclassified	CHEMBL5798	Q9K2N0	Beta-lactamase VIM-2	SINGLE PROTEIN
5acx	Q9K2N0	Q9K2N0	Beta-lactamase class B VIM-2 (BlaVIM-2) (Metallo beta-lactamase) (Metallo-beta-lactamase VIM-2) (Subclass B1 metallo-beta-lactamase VIM-2) (VIM-2) (VIM-2 beta-lactamase) (VIM-2 class B beta-lactamase) (VIM-2 class B metallo b-lactamase) (VIM-2 type metallo-beta-lactamase)	None	Unclassified	CHEMBL5798	Q9K2N0	Beta-lactamase VIM-2	SINGLE PROTEIN
5nhz	Q9K2N0	Q9K2N0	Beta-lactamase class B VIM-2 (BlaVIM-2) (Metallo beta-lactamase) (Metallo-beta-lactamase VIM-2) (Subclass B1 metallo-beta-lactamase VIM-2) (VIM-2) (VIM-2 beta-lactamase) (VIM-2 class B beta-lactamase) (VIM-2 class B metallo b-lactamase) (VIM-2 type metallo-beta-lactamase)	None	Unclassified	CHEMBL5798	Q9K2N0	Beta-lactamase VIM-2	SINGLE PROTEIN
4usw	Q96PN6	Q96PN6	Adenylate cyclase type 10 (EC 4.6.1.1) (AH-related protein) (Adenylate cyclase homolog) (Germ cell soluble adenylyl cyclase) (hsAC) (sAC) (Testicular soluble adenylyl cyclase)	Adenylate cyclase type 10	Enzyme	CHEMBL5854	Q96PN6	Adenylate cyclase type 10	SINGLE PROTEIN
1np0	P07686	P07686	Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein) (HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A]	Beta-hexosaminidase subunit beta	Enzyme	CHEMBL5877	P07686	Beta-hexosaminidase subunit beta	SINGLE PROTEIN
5wa8	P49773	P49773	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	Histidine triad nucleotide-binding protein 1	Other	CHEMBL5878	P49773	Histidine triad nucleotide-binding protein 1	SINGLE PROTEIN
5wa9	P49773	P49773	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	Histidine triad nucleotide-binding protein 1	Other	CHEMBL5878	P49773	Histidine triad nucleotide-binding protein 1	SINGLE PROTEIN
5kly	P49773	P49773	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	Histidine triad nucleotide-binding protein 1	Other	CHEMBL5878	P49773	Histidine triad nucleotide-binding protein 1	SINGLE PROTEIN
5ipc	P49773	P49773	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	Histidine triad nucleotide-binding protein 1	Other	CHEMBL5878	P49773	Histidine triad nucleotide-binding protein 1	SINGLE PROTEIN
5km1	P49773	P49773	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	Histidine triad nucleotide-binding protein 1	Other	CHEMBL5878	P49773	Histidine triad nucleotide-binding protein 1	SINGLE PROTEIN
5i2e	P49773	P49773	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	Histidine triad nucleotide-binding protein 1	Other	CHEMBL5878	P49773	Histidine triad nucleotide-binding protein 1	SINGLE PROTEIN
5i2f	P49773	P49773	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	Histidine triad nucleotide-binding protein 1	Other	CHEMBL5878	P49773	Histidine triad nucleotide-binding protein 1	SINGLE PROTEIN
5klz	P49773	P49773	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	Histidine triad nucleotide-binding protein 1	Other	CHEMBL5878	P49773	Histidine triad nucleotide-binding protein 1	SINGLE PROTEIN
5aix	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
4edz	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
4edy	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
4ec0	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
2vd1	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
2vcx	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
5ais	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
5aiv	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
2vcw	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
2vd0	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
5ywx	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
3vi5	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
2cvd	O60760	O60760	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	Hematopoietic prostaglandin D synthase	Enzyme	CHEMBL5879	O60760	Hematopoietic prostaglandin D synthase	SINGLE PROTEIN
1pw6	P60568	P60568	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF) (Aldesleukin)	Interleukin-2	Other	CHEMBL5880	P60568	Interleukin-2	SINGLE PROTEIN
1py2	P60568	P60568	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF) (Aldesleukin)	Interleukin-2	Other	CHEMBL5880	P60568	Interleukin-2	SINGLE PROTEIN
4idt	Q99558	Q99558	Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)	Mitogen-activated protein kinase kinase kinase 14	Kinase	CHEMBL5888	Q99558	Mitogen-activated protein kinase kinase kinase 14	SINGLE PROTEIN
4idv	Q99558	Q99558	Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)	Mitogen-activated protein kinase kinase kinase 14	Kinase	CHEMBL5888	Q99558	Mitogen-activated protein kinase kinase kinase 14	SINGLE PROTEIN
3smq	O60678	O60678	Protein arginine N-methyltransferase 3 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 3)	Protein arginine N-methyltransferase 3	Epigenetic	CHEMBL5891	O60678	Protein arginine N-methyltransferase 3	SINGLE PROTEIN
4ryl	O60678	O60678	Protein arginine N-methyltransferase 3 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 3)	Protein arginine N-methyltransferase 3	Epigenetic	CHEMBL5891	O60678	Protein arginine N-methyltransferase 3	SINGLE PROTEIN
4bis	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
2ybk	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
2ybp	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
2vd7	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
4ura	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
3pdq	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
3njy	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
5f37	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
5f3c	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
5f2s	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
5f3e	O75164	O75164	Lysine-specific demethylase 4A (EC 1.14.11.66) (EC 1.14.11.69) (JmjC domain-containing histone demethylation protein 3A) (Jumonji domain-containing protein 2A) ([histone H3]-trimethyl-L-lysine(36) demethylase 4A) ([histone H3]-trimethyl-L-lysine(9) demethylase 4A)	Lysine-specific demethylase 4A	Epigenetic	CHEMBL5896	O75164	Lysine-specific demethylase 4A	SINGLE PROTEIN
