"id","UniProt","Name","Family"
17342,"Q9UHD1","Cysteine and histidine-rich domain-containing protein 1","Other"
17343,"Q9Y2V2","Calcium-regulated heat-stable protein 1","Transcription Factor"
17344,"Q9GZS9","Carbohydrate sulfotransferase 5","Enzyme"
17345,"Q9NS84","Carbohydrate sulfotransferase 7","Enzyme"
17346,"Q8NET6","Carbohydrate sulfotransferase 13","Enzyme"
17347,"Q9P1U1","Actin-related protein 3B","Other"
17348,"Q9C0K3","Actin-related protein 3C","Other"
17349,"Q9P2X8","Putative uncharacterized protein encoded by LINC00474","Other"
17350,"Q9H2J1","Uncharacterized protein ARRDC1-AS1","Other"
17351,"Q8IXQ3","Uncharacterized protein C9orf40","Other"
17352,"Q6ZRZ4","Uncharacterized protein C9orf47","Other"
17353,"Q5SZB4","Uncharacterized protein C9orf50","Other"
17354,"Q5T8R8","Uncharacterized protein C9orf66","Other"
17355,"Q96LT7","Guanine nucleotide exchange C9orf72","Other"
17356,"Q9BPX5","Actin-related protein 2/3 complex subunit 5-like protein","Other"
17357,"B1AMM8","Putative uncharacterized protein encoded by LINC00587","Other"
17358,"Q5T280","Putative methyltransferase C9orf114","Enzyme"
17359,"Q92747","Actin-related protein 2/3 complex subunit 1A","Other"
17360,"A5YM69","Rho guanine nucleotide exchange factor 35","Other"
17361,"Q8IVW6","AT-rich interactive domain-containing protein 3B","Transcription Factor"
17362,"Q969Q4","ADP-ribosylation factor-like protein 11","Enzyme"
17363,"P36405","ADP-ribosylation factor-like protein 3","Enzyme"
17364,"Q8NEN0","Armadillo repeat-containing protein 2","Other"
17365,"P0C7Q2","Age-related maculopathy susceptibility protein 2","Other"
17366,"P52757","Beta-chimaerin","Other"
17367,"Q9P291","Armadillo repeat-containing X-linked protein 1","Other"
17368,"Q7L311","Armadillo repeat-containing X-linked protein 2","Other"
17369,"Q6PIY5","Armadillo-like helical domain containing protein 1","Other"
17370,"H3BNL8","Armadillo-like helical domain-containing protein 2","Other"
17371,"Q9HBZ2","Aryl hydrocarbon receptor nuclear translocator 2","Transcription Factor"
17372,"P49703","ADP-ribosylation factor-like protein 4D","Enzyme"
17373,"Q7Z628","Neuroepithelial cell-transforming gene 1 protein","Other"
17374,"Q0P5N6","ADP-ribosylation factor-like protein 16","Enzyme"
17375,"Q8IVW1","ADP-ribosylation factor-like protein 17","Enzyme"
17376,"Q6NXE6","Armadillo repeat-containing protein 6","Other"
17377,"Q7L4S7","Protein ARMCX6","Other"
17378,"P27540","Aryl hydrocarbon receptor nuclear translocator","Transcription Factor"
17379,"Q8WUD6","Cholinephosphotransferase 1","Enzyme"
17380,"P02728","Erythrocyte membrane glycopeptide","Other"
17381,"P10071","Transcriptional activator GLI3","Transcription Factor"
17382,"Q9UKD1","Glucocorticoid modulatory element-binding protein 2","Transcription Factor"
17383,"P60983","Glia maturation factor beta","Other"
17384,"Q96IJ6","Mannose-1-phosphate guanyltransferase alpha","Enzyme"
17385,"Q9P107","GEM-interacting protein","Other"
17386,"Q9P2T1","GMP reductase 2","Enzyme"
17387,"O95837","Guanine nucleotide-binding protein subunit alpha-14","Other"
17388,"P08754","Guanine nucleotide-binding protein G(k) subunit alpha","Other"
17389,"P63092","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short","Other"
17390,"P50148","Guanine nucleotide-binding protein G(q) subunit alpha","Other"
17391,"P19087","Guanine nucleotide-binding protein G(t) subunit alpha-2","Other"
17392,"Q9NVN8","Guanine nucleotide-binding protein-like 3-like protein","Other"
17393,"Q96T52","Mitochondrial inner membrane protease subunit 2","Enzyme"
17394,"Q96G21","U3 small nucleolar ribonucleoprotein protein IMP4","Other"
17395,"O15228","Dihydroxyacetone phosphate acyltransferase","Enzyme"
17396,"P46926","Glucosamine-6-phosphate isomerase 1","Enzyme"
17397,"Q8TDQ7","Glucosamine-6-phosphate isomerase 2","Enzyme"
17398,"Q3T906","N-acetylglucosamine-1-phosphotransferase subunits alpha/beta","Enzyme"
17399,"Q9UJJ9","N-acetylglucosamine-1-phosphotransferase subunit gamma","Enzyme"
17400,"Q9NX62","Inositol monophosphatase 3","Enzyme"
17401,"Q96P88","Putative gonadotropin-releasing hormone II receptor","GPCR"
17402,"Q9P2X3","Protein IMPACT","Other"
17403,"Q08AF8","Putative golgin subfamily A member 8F/8G","Other"
17404,"P0CJ92","Golgin subfamily A member 8H","Other"
17405,"A6NC78","Putative golgin subfamily A member 8I","Other"
17406,"A6NMD2","Golgin subfamily A member 8J","Other"
17407,"F8WBI6","Golgin subfamily A member 8N","Other"
17408,"I6L899","Golgin subfamily A member 8R","Other"
17409,"H3BQL2","Golgin subfamily A member 8T","Other"
17410,"Q8TBA6","Golgin subfamily A member 5","Other"
17411,"Q9GZP8","Immortalization up-regulated protein","Other"
17412,"Q6PI98","INO80 complex subunit C","Other"
17413,"Q9BXV9","EKC/KEOPS complex subunit GON7","Other"
17414,"C9JVW0","Putative transmembrane protein INAFM1","Other"
17415,"P0DMQ5","Putative transmembrane protein INAFM2","Other"
17416,"P48551","Interferon alpha/beta receptor 2","Other"
17417,"Q5T7V8","RAB6-interacting golgin","Other"
17418,"Q0VD86","Protein INCA1","Other"
17419,"Q6DWJ6","Probable G-protein coupled receptor 139","GPCR"
17420,"Q7Z601","Probable G-protein coupled receptor 142","GPCR"
17421,"Q96CH1","Probable G-protein coupled receptor 146","GPCR"
17422,"Q9NS66","Probable G-protein coupled receptor 173","GPCR"
17423,"Q9BXC1","Probable G-protein coupled receptor 174","GPCR"
17424,"P08476","Inhibin beta A chain","Other"
17425,"Q8TDT2","Probable G-protein coupled receptor 152","GPCR"
17426,"Q6PRD1","Probable G-protein coupled receptor 179","GPCR"
17427,"Q7Z3F1","Integral membrane protein GPR155","Other"
17428,"Q8NFN8","Probable G-protein coupled receptor 156","GPCR"
17429,"P09529","Inhibin beta B chain","Other"
17430,"Q5T848","Probable G-protein coupled receptor 158","GPCR"
17431,"Q9UJ42","Probable G-protein coupled receptor 160","GPCR"
17432,"Q8N6U8","G-protein coupled receptor 161","GPCR"
17433,"O43292","Glycosylphosphatidylinositol anchor attachment 1 protein","Other"
17434,"Q9ULG1","Chromatin-remodeling ATPase INO80","Enzyme"
17435,"Q9NQ84","G-protein coupled receptor family C group 5 member C","GPCR"
17436,"Q9NZD1","G-protein coupled receptor family C group 5 member D","GPCR"
17437,"Q96PE3","Type I inositol 3,4-bisphosphate 4-phosphatase","Enzyme"
17438,"Q9Y625","Glypican-6","Other"
17439,"Q8TDU6","G-protein coupled bile acid receptor 1","GPCR"
17440,"Q75QN2","Integrator complex subunit 8","Other"
17441,"B7ZAQ6","Golgi pH regulator A","Ion Channel"
17442,"P51674","Neuronal membrane glycoprotein M6-a","Other"
17443,"Q9Y283","Inversin","Other"
17444,"A6NMK8","Protein INSYN2B","Other"
17445,"O00410","Importin-5","Other"
17446,"P41236","Protein phosphatase inhibitor 2","Enzyme"
17447,"Q9UBQ7","Glyoxylate reductase/hydroxypyruvate reductase","Enzyme"
17448,"Q9NZI5","Grainyhead-like protein 1 homolog","Transcription Factor"
17449,"P48058","Glutamate receptor 4","Ion Channel"
17450,"Q9ULK0","Glutamate receptor ionotropic, delta-1","Ion Channel"
17451,"O43424","Glutamate receptor ionotropic, delta-2","Ion Channel"
17452,"Q13255","Metabotropic glutamate receptor 1","GPCR"
17453,"Q15306","Interferon regulatory factor 4","Transcription Factor"
17454,"A6NK06","Cis-aconitate decarboxylase","Enzyme"
17455,"Q9NZN1","Interleukin-1 receptor accessory protein-like 1","Other"
17456,"Q9NP60","X-linked interleukin-1 receptor accessory protein-like 2","Other"
17457,"P35568","Insulin receptor substrate 1","Other"
17458,"Q9Y4H2","Insulin receptor substrate 2","Other"
17459,"O14654","Insulin receptor substrate 4","Other"
17460,"P78414","Iroquois-class homeodomain protein IRX-1","Transcription Factor"
17461,"Q9BZI1","Iroquois-class homeodomain protein IRX-2","Transcription Factor"
17462,"P78415","Iroquois-class homeodomain protein IRX-3","Transcription Factor"
17463,"P78413","Iroquois-class homeodomain protein IRX-4","Transcription Factor"
17464,"P78411","Iroquois-class homeodomain protein IRX-5","Transcription Factor"
17465,"P78412","Iroquois-class homeodomain protein IRX-6","Transcription Factor"
17466,"Q96QA5","Gasdermin-A","Other"
17467,"Q14565","Meiotic recombination protein DMC1/LIM15 homolog","Other"
17468,"Q9NPF5","DNA methyltransferase 1-associated protein 1","Enzyme"
17469,"Q19T08","Endothelial cell-specific chemotaxis regulator","Other"
17470,"Q9BQ95","Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial","Other"
17471,"Q008S8","Epithelial cell-transforming sequence 2 oncogene-like","Other"
17472,"Q9H8V3","Protein ECT2","Other"
17473,"P48728","Aminomethyltransferase, mitochondrial","Enzyme"
17474,"Q8WWZ3","Ectodysplasin-A receptor-associated adapter protein","Other"
17475,"Q9UNE0","Tumor necrosis factor receptor superfamily member EDAR","Other"
17476,"Q92838","Ectodysplasin-A","Other"
17477,"Q96F86","Enhancer of mRNA-decapping protein 3","Other"
17478,"Q92611","ER degradation-enhancing alpha-mannosidase-like protein 1","Enzyme"
17479,"P05305","Endothelin-1","Other"
17480,"P25101","Endothelin-1 receptor","GPCR"
17481,"P24530","Endothelin receptor type B","GPCR"
17482,"P68104","Elongation factor 1-alpha 1","Other"
17483,"P33402","Guanylate cyclase soluble subunit alpha-2","Enzyme"
17484,"Q02153","Guanylate cyclase soluble subunit beta-1","Enzyme"
17485,"Q5VTE0","Putative elongation factor 1-alpha-like 3","Other"
17486,"Q8TB36","Ganglioside-induced differentiation-associated protein 1","Other"
17487,"P24534","Elongation factor 1-beta","Other"
17488,"P16260","Graves disease carrier protein","Transporter"
17489,"Q99988","Growth/differentiation factor 15","Other"
17490,"P26641","Elongation factor 1-gamma","Other"
17491,"O00418","Eukaryotic elongation factor 2 kinase","Kinase"
17492,"P27539","Embryonic growth/differentiation factor 1","Other"
17493,"Q9NR23","Growth/differentiation factor 3","Other"
17494,"A6NFE3","EF-hand calcium-binding domain-containing protein 10","Other"
17495,"O75071","EF-hand calcium-binding domain-containing protein 14","Other"
17496,"Q8N7B9","EF-hand calcium-binding domain-containing protein 3","Other"
17497,"A8MWE9","EF-hand calcium-binding domain-containing protein 8","Other"
17498,"A8MZ26","EF-hand calcium-binding domain-containing protein 9","Other"
17499,"O60383","Growth/differentiation factor 9","Other"
17500,"P31150","Rab GDP dissociation inhibitor alpha","Other"
17501,"P50395","Rab GDP dissociation inhibitor beta","Other"
17502,"Q99819","Rho GDP-dissociation inhibitor 3","Other"
17503,"P39905","Glial cell line-derived neurotrophic factor","Other"
17504,"Q9HCC8","Glycerophosphoinositol inositolphosphodiesterase GDPD2","Enzyme"
17505,"Q7L5L3","Lysophospholipase D GDPD3","Enzyme"
17506,"Q6W3E5","Glycerophosphodiester phosphodiesterase domain-containing protein 4","Enzyme"
17507,"Q8WTR4","Glycerophosphodiester phosphodiesterase domain-containing protein 5","Enzyme"
17508,"Q6ZNW5","GDP-D-glucose phosphorylase 1","Enzyme"
17509,"P52306","Rap1 GTPase-GDP dissociation stimulator 1","Enzyme"
17510,"Q8N7U6","EF-hand domain-containing family member B","Other"
17511,"Q5JVL4","EF-hand domain-containing protein 1","Other"
17512,"A6NCL1","Geminin coiled-coil domain-containing protein 1","Other"
17513,"Q5JPI9","EEF1A lysine methyltransferase 2","Enzyme"
17514,"Q9H840","Gem-associated protein 7","Other"
17515,"P0DPD7","EEF1A lysine methyltransferase 4","Other"
17516,"P20827","Ephrin-A1","Kinase"
17517,"O43921","Ephrin-A2","Other"
17518,"P52797","Ephrin-A3","Other"
17519,"P52798","Ephrin-A4","Other"
17520,"Q7L5D6","Golgi to ER traffic protein 4 homolog","Other"
17521,"P14136","Glial fibrillary acidic protein","Other"
17522,"Q5VTD9","Zinc finger protein Gfi-1b","Transcription Factor"
17523,"Q9NXC2","Glucose-fructose oxidoreductase domain-containing protein 1","Enzyme"
17524,"Q2KHT4","Germ cell-specific gene 1 protein","Other"
17525,"P48507","Glutamate--cysteine ligase regulatory subunit","Enzyme"
17526,"P08263","Glutathione S-transferase A1","Enzyme"
17527,"Q9Y6J6","Potassium voltage-gated channel subfamily E member 2","Ion Channel"
17528,"Q9P0R6","GSK3B-interacting protein","Other"
17529,"Q9Y6H6","Potassium voltage-gated channel subfamily E member 3","Ion Channel"
17530,"Q9UIX4","Potassium voltage-gated channel subfamily G member 1","Ion Channel"
17531,"Q4AE62","Glycosyltransferase-like domain-containing protein 1","Enzyme"
17532,"O95528","Solute carrier family 2, facilitated glucose transporter member 10","Transporter"
17533,"Q86UQ5","Gilles de la Tourette syndrome chromosomal region candidate gene 1 protein","Other"
17534,"Q9UQ05","Potassium voltage-gated channel subfamily H member 4","Ion Channel"
17535,"Q9NS40","Potassium voltage-gated channel subfamily H member 7","Ion Channel"
17536,"P48549","G protein-activated inward rectifier potassium channel 1","Ion Channel"
17537,"Q15842","ATP-sensitive inward rectifier potassium channel 8","Ion Channel"
17538,"Q92806","G protein-activated inward rectifier potassium channel 3","Ion Channel"
17539,"O95843","Guanylyl cyclase-activating protein 3","Enzyme"
17540,"Q6ZWJ8","Kielin/chordin-like protein","Other"
17541,"P12277","Creatine kinase B-type","Kinase"
17542,"P06732","Creatine kinase M-type","Kinase"
17543,"Q8N442","Translation factor GUF1, mitochondrial","Other"
17544,"Q96NT3","Protein GUCD1","Other"
17545,"Q8NC54","Keratinocyte-associated transmembrane protein 2","Other"
17546,"Q3ZCU0","Protein GVQW3","Other"
17547,"P54840","Glycogen [starch] synthase, liver","Enzyme"
17548,"Q9H116","GDNF-inducible zinc finger protein 1","Transcription Factor"
17549,"Q75WM6","Testis-specific H1 histone","Other"
17550,"Q7L7L0","Histone H2A type 3","Other"
17551,"P04908","Histone H2A type 1-B/E","Other"
17552,"Q6FI13","Histone H2A type 2-A","Other"
17553,"Q8IUE6","Histone H2A type 2-B","Other"
17554,"P0C5Z0","Histone H2A-Bbd type 2/3","Other"
17555,"Q16778","Histone H2B type 2-E","Other"
17556,"Q68CZ6","HAUS augmin-like complex subunit 3","Other"
17557,"O94927","HAUS augmin-like complex subunit 5","Other"
17558,"Q96MM7","Heparan-sulfate 6-O-sulfotransferase 2","Enzyme"
17559,"Q5JVS0","Intracellular hyaluronan-binding protein 4","Other"
17560,"B0YJ81","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1","Enzyme"
17561,"P02100","Hemoglobin subunit epsilon","Other"
17562,"Q8IYU2","E3 ubiquitin-protein ligase HACE1","Enzyme"
17563,"Q9Y450","HBS1-like protein","Other"
17564,"P49019","Hydroxycarboxylic acid receptor 3","GPCR"
17565,"O00142","Thymidine kinase 2, mitochondrial","Kinase"
17566,"P14317","Hematopoietic lineage cell-specific protein","Other"
17567,"O60741","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1","Ion Channel"
17568,"Q9UL51","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2","Ion Channel"
17569,"Q07866","Kinesin light chain 1","Other"
17570,"Q969S8","Histone deacetylase 10","Epigenetic"
17571,"Q96G42","Kelch domain-containing protein 7B","Other"
17572,"Q9BY41","Histone deacetylase 8","Epigenetic"
17573,"Q8N7A1","Kelch domain-containing protein 1","Other"
17574,"Q7Z4V5","Hepatoma-derived growth factor-related protein 2","Epigenetic"
17575,"Q13118","Krueppel-like factor 10","Transcription Factor"
17576,"Q08623","Pseudouridine-5'-phosphatase","Enzyme"
17577,"Q8TD94","Krueppel-like factor 14","Transcription Factor"
17578,"Q9BXK1","Krueppel-like factor 16","Transcription Factor"
17579,"Q9Y5W3","Krueppel-like factor 2","Transcription Factor"
17580,"A8MVW5","HEPACAM family member 2","Other"
17581,"Q14CZ8","Hepatocyte cell adhesion molecule","Other"
17582,"Q9UQL6","Histone deacetylase 5","Epigenetic"
17583,"Q9H583","HEAT repeat-containing protein 1","Other"
17584,"Q7Z4Q2","HEAT repeat-containing protein 3","Other"
17585,"Q8NG08","DNA helicase B","Enzyme"
17586,"Q8NB37","Glutamine amidotransferase-like class 1 domain-containing protein 1","Enzyme"
17587,"Q4V326","G antigen 2E","Other"
17588,"Q13065","G antigen 1","Other"
17589,"Q13070","G antigen 6","Other"
17590,"Q6PIY7","Poly(A) RNA polymerase GLD2","Enzyme"
17591,"P04062","Glucosylceramidase","Enzyme"
17592,"P0CG08","Golgi pH regulator B","Ion Channel"
17593,"Q14653","Interferon regulatory factor 3","Transcription Factor"
17594,"P09210","Glutathione S-transferase A2","Enzyme"
17595,"Q8TDB8","Solute carrier family 2, facilitated glucose transporter member 14","Transporter"
17596,"Q9NYZ3","G2 and S phase-expressed protein 1","Enzyme"
17597,"Q96L42","Potassium voltage-gated channel subfamily H member 8","Ion Channel"
17598,"Q9NYG8","Potassium channel subfamily K member 4","Ion Channel"
17599,"Q9Y2U2","Potassium channel subfamily K member 7","Ion Channel"
17600,"P16402","Histone H1.3","Other"
17601,"P10412","Histone H1.4","Other"
17602,"P16401","Histone H1.5","Other"
17603,"P16403","Histone H1.2","Other"
17604,"Q4G0G2","Putative uncharacterized protein H1FX-AS1","Other"
17605,"Q53T59","HCLS1-binding protein 3","Other"
17606,"Q8IZA3","Histone H1oo","Other"
17607,"Q96QV6","Histone H2A type 1-A","Other"
17608,"Q6PII5","Hydroxyacylglutathione hydrolase-like protein","Enzyme"
17609,"Q8IZP7","Heparan-sulfate 6-O-sulfotransferase 3","Enzyme"
17610,"Q96CS2","HAUS augmin-like complex subunit 1","Other"
17611,"Q6Y1H2","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2","Enzyme"
17612,"P68871","Hemoglobin subunit beta","Other"
17613,"Q5VWC8","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4","Enzyme"
17614,"Q99075","Proheparin-binding EGF-like growth factor","Other"
17615,"Q6B0K9","Hemoglobin subunit mu","Other"
17616,"Q9BXC0","Hydroxycarboxylic acid receptor 1","GPCR"
17617,"Q6ZMI3","Gliomedin","Other"
17618,"Q92990","Glomulin","Other"
17619,"Q92643","GPI-anchor transamidase","Enzyme"
17620,"P14770","Platelet glycoprotein IX","Other"
17621,"P49895","Type I iodothyronine deiodinase","Enzyme"
17622,"Q92813","Type II iodothyronine deiodinase","Enzyme"
17623,"O94829","Importin-13","Other"
17624,"Q16099","Glutamate receptor ionotropic, kainate 4","Ion Channel"
17625,"Q16478","Glutamate receptor ionotropic, kainate 5","Ion Channel"
17626,"Q7Z2K8","G protein-regulated inducer of neurite outgrowth 1","Other"
17627,"O60269","G protein-regulated inducer of neurite outgrowth 2","Other"
17628,"A4D1Z8","Grifin","Other"
17629,"Q9Y3R0","Glutamate receptor-interacting protein 1","Other"
17630,"P39086","Glutamate receptor ionotropic, kainate 1","Ion Channel"
